Name,Set Name,Number,Type,HP,Stage,Rarity,1st Edition,Shadowless,Unlimited,Rev Holo,Additional
Tinkatuff,Paldea Evolved,103,Psychic,80,Stage 1,Uncommon,-,-,,,
Tinkatuff,Paldea Evolved,104,Psychic,90,Stage 1,Uncommon,-,-,,,
Tinkaton,Paldea Evolved,105,Psychic,140,Stage 2,Rare,-,-,,,
Mankey,Paldea Evolved,106,Fighting,60,Basic,Common,-,-,,,
Primeape,Paldea Evolved,107,Fighting,110,Stage 1,Uncommon,-,-,,,
Paldean Tauros,Paldea Evolved,108,Fighting,130,Basic,Uncommon,-,-,,,
Sudowoodo,Paldea Evolved,109,Fighting,110,Basic,Uncommon,-,-,,,
Larvitar,Paldea Evolved,110,Fighting,70,Basic,Common,-,-,,,
Pupitar,Paldea Evolved,111,Fighting,90,Stage 1,Uncommon,-,-,,,
Makuhita,Paldea Evolved,112,Fighting,90,Basic,Common,-,-,,,
Hariyama,Paldea Evolved,113,Fighting,140,Stage 1,Rare,-,-,,,
Croagunk,Paldea Evolved,114,Fighting,70,Basic,Common,-,-,,,
Toxicroak,Paldea Evolved,115,Fighting,130,Stage 1,Uncommon,-,-,,,
Rockruff,Paldea Evolved,116,Fighting,70,Basic,Common,-,-,,,
Lycanroc ex,Paldea Evolved,117,Fighting,260,Stage 1,Double Rare,-,-,,-,
Passimian,Paldea Evolved,118,Fighting,110,Basic,Uncommon,-,-,,,
Falinks,Paldea Evolved,119,Fighting,110,Basic,Common,-,-,,,
Nacli,Paldea Evolved,120,Fighting,60,Basic,Common,-,-,,,
Nacli,Paldea Evolved,121,Fighting,70,Basic,Common,-,-,,,
Naclstack,Paldea Evolved,122,Fighting,100,Stage 1,Uncommon,-,-,,,
Garganacl,Paldea Evolved,123,Fighting,180,Stage 2,Rare,-,-,,,
Glimmet,Paldea Evolved,124,Fighting,40,Basic,Common,-,-,,,
Glimmet,Paldea Evolved,125,Fighting,70,Basic,Common,-,-,,,
Glimmora,Paldea Evolved,126,Fighting,130,Stage 1,Rare,-,-,,,
Ting-Lu ex,Paldea Evolved,127,Fighting,240,Basic,Double Rare,-,-,,-,
Paldean Wooper,Paldea Evolved,128,Darkness,60,Basic,Common,-,-,,,
Paldean Wooper,Paldea Evolved,129,Darkness,60,Basic,Common,-,-,,,
Paldean Clodsire ex,Paldea Evolved,130,Darkness,280,Stage 1,Double Rare,-,-,,-,
Murkrow,Paldea Evolved,131,Darkness,60,Basic,Common,-,-,,,
Honchkrow,Paldea Evolved,132,Darkness,130,Stage 1,Uncommon,-,-,,,
Sneasel,Paldea Evolved,133,Darkness,70,Basic,Common,-,-,,,
Weavile,Paldea Evolved,134,Darkness,110,Stage 1,Rare,-,-,,,
Tyranitar,Paldea Evolved,135,Darkness,180,Stage 2,Rare,-,-,,,
Sableye,Paldea Evolved,136,Darkness,70,Basic,Rare,-,-,,,
Seviper,Paldea Evolved,137,Darkness,110,Basic,Uncommon,-,-,,,
Deino,Paldea Evolved,138,Darkness,70,Basic,Common,-,-,,,
Zweilous,Paldea Evolved,139,Darkness,100,Stage 1,Uncommon,-,-,,,
Hydreigon,Paldea Evolved,140,Darkness,180,Stage 2,Rare,-,-,,,
Maschiff,Paldea Evolved,141,Darkness,60,Basic,Common,-,-,,,
Maschiff,Paldea Evolved,142,Darkness,70,Basic,Common,-,-,,,
Mabosstiff,Paldea Evolved,143,Darkness,140,Stage 1,Uncommon,-,-,,,
Shroodle,Paldea Evolved,144,Darkness,50,Basic,Common,-,-,,,
Shroodle,Paldea Evolved,145,Darkness,60,Basic,Common,-,-,,,
Grafaiai,Paldea Evolved,146,Darkness,90,Stage 1,Uncommon,-,-,,,
Bombirdier,Paldea Evolved,147,Darkness,120,Basic,Uncommon,-,-,,,
Corviknight,Paldea Evolved,148,Metal,170,Stage 2,Uncommon,-,-,,,
Cufant,Paldea Evolved,149,Metal,100,Basic,Common,-,-,,,
Copperajah ex,Paldea Evolved,150,Metal,300,Stage 1,Double Rare,-,-,,-,
Orthworm,Paldea Evolved,151,Metal,130,Basic,Rare,-,-,,,
Noibat,Paldea Evolved,152,Dragon,70,Basic,Common,-,-,,,
Noivern ex,Paldea Evolved,153,Dragon,260,Stage 1,Double Rare,-,-,,-,
Girafarig,Paldea Evolved,154,Colorless,100,Basic,Common,-,-,,,
Farigiraf,Paldea Evolved,155,Colorless,140,Stage 1,Uncommon,-,-,,,
Dunsparce,Paldea Evolved,156,Colorless,70,Basic,Common,-,-,,,
Dudunsparce,Paldea Evolved,157,Colorless,140,Stage 1,Uncommon,-,-,,,
Wingull,Paldea Evolved,158,Colorless,70,Basic,Common,-,-,,,
Pelipper,Paldea Evolved,159,Colorless,120,Stage 1,Uncommon,-,-,,,
Slakoth,Paldea Evolved,160,Colorless,70,Basic,Common,-,-,,,
Vigoroth,Paldea Evolved,161,Colorless,90,Stage 1,Uncommon,-,-,,,
Slaking,Paldea Evolved,162,Colorless,180,Stage 2,Rare,-,-,,,
Fletchling,Paldea Evolved,163,Colorless,60,Basic,Common,-,-,,,
Rookidee,Paldea Evolved,164,Colorless,60,Basic,Common,-,-,,,
Corvisquire,Paldea Evolved,165,Colorless,90,Stage 2,Uncommon,-,-,,,
Tandemaus,Paldea Evolved,166,Colorless,30,Basic,Common,-,-,,,
Tandemaus,Paldea Evolved,167,Colorless,40,Basic,Common,-,-,,,
Maushold,Paldea Evolved,168,Colorless,60,Stage 1,Uncommon,-,-,,,
Squawkabilly ex,Paldea Evolved,169,Colorless,160,Basic,Double Rare,-,-,,-,
Flamigo,Paldea Evolved,170,Colorless,110,Basic,Uncommon,-,-,,,
Artazon,Paldea Evolved,171,Trainer,,Stadium,Uncommon,-,-,,,
Boss's Orders,Paldea Evolved,172,Trainer,,Supporter,Rare,-,-,,,
Bravery Charm,Paldea Evolved,173,Trainer,,Tool,Uncommon,-,-,,,
Calamitous Snowy Mountain,Paldea Evolved,174,Trainer,,Stadium,Uncommon,-,-,,,
Calamitous Wasteland,Paldea Evolved,175,Trainer,,Stadium,Uncommon,-,-,,,
Choice Belt,Paldea Evolved,176,Trainer,,Tool,Uncommon,-,-,,,
Clavell,Paldea Evolved,177,Trainer,,Supporter,Common,-,-,,,
Delivery Drone,Paldea Evolved,178,Trainer,,Item,Uncommon,-,-,,,
Dendra,Paldea Evolved,179,Trainer,,Supporter,Uncommon,-,-,,,
Falkner,Paldea Evolved,180,Trainer,,Supporter,Uncommon,-,-,,,
Fighting Au Lait,Paldea Evolved,181,Trainer,,Item,Uncommon,-,-,,,
Giacomo,Paldea Evolved,182,Trainer,,Supporter,Uncommon,-,-,,,
Great Ball,Paldea Evolved,183,Trainer,,Item,Common,-,-,,,
Grusha,Paldea Evolved,184,Trainer,,Supporter,Uncommon,-,-,,,
Iono,Paldea Evolved,185,Trainer,,Supporter,Uncommon,-,-,,,
Practice Studio,Paldea Evolved,186,Trainer,,Stadium,Uncommon,-,-,,,
Saguaro,Paldea Evolved,187,Trainer,,Supporter,Uncommon,-,-,,,
Super Rod,Paldea Evolved,188,Trainer,,Item,Common,-,-,,,
Superior Energy Retrieval,Paldea Evolved,189,Trainer,,Item,Uncommon,-,-,,,
Jet Energy,Paldea Evolved,190,Energy,,Special Energy,Uncommon,-,-,,,
Luminous Energy,Paldea Evolved,191,Energy,,Special Energy,Uncommon,-,-,,,
Reversal Energy,Paldea Evolved,192,Energy,,Special Energy,Uncommon,-,-,,,
Therapeutic Energy,Paldea Evolved,193,Energy,,Special Energy,Uncommon,-,-,,,
Heracross,Paldea Evolved,194,Grass,130,Basic,Illustration Rare,-,-,,-,
Tropius,Paldea Evolved,195,Grass,110,Basic,Illustration Rare,-,-,,-,
Sprigatito,Paldea Evolved,196,Grass,60,Basic,Illustration Rare,-,-,,-,
Floragato,Paldea Evolved,197,Grass,90,Stage 1,Illustration Rare,-,-,,-,
Bramblin,Paldea Evolved,198,Grass,50,Basic,Illustration Rare,-,-,,-,
Fletchinder,Paldea Evolved,199,Fire,80,Stage 1,Illustration Rare,-,-,,-,
Pyroar,Paldea Evolved,200,Fire,120,Stage 1,Illustration Rare,-,-,,-,
Fuecoco,Paldea Evolved,201,Fire,90,Basic,Illustration Rare,-,-,,-,
Crocalor,Paldea Evolved,202,Fire,110,Stage 1,Illustration Rare,-,-,,-,
Magikarp,Paldea Evolved,203,Water,30,Basic,Illustration Rare,-,-,,-,
Marill,Paldea Evolved,204,Water,70,Basic,Illustration Rare,-,-,,-,
Eiscue,Paldea Evolved,205,Water,110,Basic,Illustration Rare,-,-,,-,
Quaxly,Paldea Evolved,206,Water,60,Basic,Illustration Rare,-,-,,-,
Quaxwell,Paldea Evolved,207,Water,90,Stage 1,Illustration Rare,-,-,,-,
Frigibax,Paldea Evolved,208,Water,60,Basic,Illustration Rare,-,-,,-,
Arctibax,Paldea Evolved,209,Water,90,Stage 1,Illustration Rare,-,-,,-,
Baxcalibur,Paldea Evolved,210,Water,160,Stage 2,Illustration Rare,-,-,,-,
Raichu,Paldea Evolved,211,Lightning,140,Stage 1,Illustration Rare,-,-,,-,
Mismagius,Paldea Evolved,212,Psychic,90,Stage 1,Illustration Rare,-,-,,-,
Gothorita,Paldea Evolved,213,Psychic,90,Stage 1,Illustration Rare,-,-,,-,
Sandygast,Paldea Evolved,214,Psychic,90,Basic,Illustration Rare,-,-,,-,
Rabsca,Paldea Evolved,215,Psychic,70,Stage 1,Illustration Rare,-,-,,-,
Tinkatink,Paldea Evolved,216,Psychic,60,Basic,Illustration Rare,-,-,,-,
Tinkatuff,Paldea Evolved,217,Psychic,90,Stage 1,Illustration Rare,-,-,,-,
Paldean Tauros,Paldea Evolved,218,Fighting,130,Basic,Illustration Rare,-,-,,-,
Sudowoodo,Paldea Evolved,219,Fighting,110,Basic,Illustration Rare,-,-,,-,
Nacli,Paldea Evolved,220,Fighting,70,Basic,Illustration Rare,-,-,,-,
Paldean Wooper,Paldea Evolved,221,Darkness,60,Basic,Illustration Rare,-,-,,-,
Tyranitar,Paldea Evolved,222,Darkness,180,Stage 2,Illustration Rare,-,-,,-,
Grafaiai,Paldea Evolved,223,Darkness,90,Stage 1,Illustration Rare,-,-,,-,
Orthworm,Paldea Evolved,224,Metal,130,Basic,Illustration Rare,-,-,,-,
Rookidee,Paldea Evolved,225,Colorless,60,Basic,Illustration Rare,-,-,,-,
Maushold,Paldea Evolved,226,Colorless,60,Stage 1,Illustration Rare,-,-,,-,
Flamigo,Paldea Evolved,227,Colorless,110,Basic,Illustration Rare,-,-,,-,
Farigiraf,Paldea Evolved,228,Colorless,140,Stage 1,Illustration Rare,-,-,,-,
Dudunsparce,Paldea Evolved,229,Colorless,140,Stage 1,Illustration Rare,-,-,,-,
Forretress ex,Paldea Evolved,230,Grass,270,Stage 1,Ultra Rare,-,-,,-,
Meowscarada ex,Paldea Evolved,231,Grass,310,Stage 2,Ultra Rare,-,-,,-,
Wo-Chien ex,Paldea Evolved,232,Grass,230,Basic,Ultra Rare,-,-,,-,
Skeledirge ex,Paldea Evolved,233,Fire,340,Stage 2,Ultra Rare,-,-,,-,
Chi-Yu ex,Paldea Evolved,234,Fire,190,Basic,Ultra Rare,-,-,,-,
Quaquaval ex,Paldea Evolved,235,Water,320,Stage 2,Ultra Rare,-,-,,-,
Chien-Pao ex,Paldea Evolved,236,Water,220,Basic,Ultra Rare,-,-,,-,
Bellibolt ex,Paldea Evolved,237,Lightning,280,Stage 1,Ultra Rare,-,-,,-,
Slowking ex,Paldea Evolved,238,Psychic,270,Stage 1,Ultra Rare,-,-,,-,
Dedenne ex,Paldea Evolved,239,Psychic,170,Basic,Ultra Rare,-,-,,-,
Tinkaton ex,Paldea Evolved,240,Psychic,300,Stage 2,Ultra Rare,-,-,,-,
Lycanroc ex,Paldea Evolved,241,Fighting,260,Stage 1,Ultra Rare,-,-,,-,
Annihilape ex,Paldea Evolved,242,Fighting,320,Stage 2,Ultra Rare,-,-,,-,
Ting-Lu ex,Paldea Evolved,243,Fighting,240,Basic,Ultra Rare,-,-,,-,
Paldean Clodsire ex,Paldea Evolved,244,Darkness,280,Stage 1,Ultra Rare,-,-,,-,
Copperajah ex,Paldea Evolved,245,Metal,300,Stage 1,Ultra Rare,-,-,,-,
Noivern ex,Paldea Evolved,246,Dragon,260,Stage 1,Ultra Rare,-,-,,-,
Squawkabilly ex,Paldea Evolved,247,Colorless,160,Basic,Ultra Rare,-,-,,-,
Boss's Orders,Paldea Evolved,248,Trainer,,Supporter,Ultra Rare,-,-,,-,
Clavell,Paldea Evolved,249,Trainer,,Supporter,Ultra Rare,-,-,,-,
Dendra,Paldea Evolved,250,Trainer,,Supporter,Ultra Rare,-,-,,-,
Falkner,Paldea Evolved,251,Trainer,,Supporter,Ultra Rare,-,-,,-,
Giacomo,Paldea Evolved,252,Trainer,,Supporter,Ultra Rare,-,-,,-,
Grusha,Paldea Evolved,253,Trainer,,Supporter,Ultra Rare,-,-,,-,
Iono,Paldea Evolved,254,Trainer,,Supporter,Ultra Rare,-,-,,-,
Saguaro,Paldea Evolved,255,Trainer,,Supporter,Ultra Rare,-,-,,-,
Meowscarada ex,Paldea Evolved,256,Grass,310,Stage 2,Special Illustration Rare,-,-,,-,
Wo-Chien ex,Paldea Evolved,257,Grass,230,Basic,Special Illustration Rare,-,-,,-,
Skeledirge ex,Paldea Evolved,258,Fire,340,Stage 2,Special Illustration Rare,-,-,,-,
Chi-Yu ex,Paldea Evolved,259,Fire,190,Basic,Special Illustration Rare,-,-,,-,
Quaquaval ex,Paldea Evolved,260,Water,320,Stage 2,Special Illustration Rare,-,-,,-,
Chien-Pao ex,Paldea Evolved,261,Water,220,Basic,Special Illustration Rare,-,-,,-,
Tinkaton ex,Paldea Evolved,262,Psychic,300,Stage 2,Special Illustration Rare,-,-,,-,
Ting-Lu ex,Paldea Evolved,263,Fighting,240,Basic,Special Illustration Rare,-,-,,-,
Squawkabilly ex,Paldea Evolved,264,Colorless,160,Basic,Special Illustration Rare,-,-,,-,
Boss's Orders,Paldea Evolved,265,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Dendra,Paldea Evolved,266,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Giacomo,Paldea Evolved,267,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Grusha,Paldea Evolved,268,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Iono,Paldea Evolved,269,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Saguaro,Paldea Evolved,270,Trainer,,Supporer,Special Illustration Rare,-,-,,-,
Meowscarada ex,Paldea Evolved,271,Grass,310,Stage 2,Hyper Rare,-,-,,-,
Skeledirge ex,Paldea Evolved,272,Fire,340,Stage 2,Hyper Rare,-,-,,-,
Quaquaval ex,Paldea Evolved,273,Water,320,Stage 2,Hyper Rare,-,-,,-,
Chien-Pao ex,Paldea Evolved,274,Water,220,Basic,Hyper Rare,-,-,,-,
Ting-Lu ex,Paldea Evolved,275,Fighting,240,Basic,Hyper Rare,-,-,,-,
Super Rod,Paldea Evolved,276,Trainer,,Item,Hyper Rare,-,-,,-,
Superior Energy Retrieval,Paldea Evolved,277,Trainer,,Item,Hyper Rare,-,-,,-,
Basic Grass Energy,Paldea Evolved,278,Energy,,Energy,Hyper Rare,-,-,,-,
Basic Water Energy,Paldea Evolved,279,Energy,,Energy,Hyper Rare,-,-,,-,
Oddish,Obsidian Flames,1,Grass,50,Basic,Common,-,-,,,
Gloom,Obsidian Flames,2,Grass,80,Stage 1,Common,-,-,,,
Bellossom,Obsidian Flames,3,Grass,130,Stage 2,Uncommon,-,-,,,
Scyther,Obsidian Flames,4,Grass,80,Basic,Common,-,-,,,
Shuckle,Obsidian Flames,5,Grass,80,Basic,Common,-,-,,,
Surskit,Obsidian Flames,6,Grass,60,Basic,Common,-,-,,,
Masquerain,Obsidian Flames,7,Grass,100,Stage 1,Uncommon,-,-,,,
Combee,Obsidian Flames,8,Grass,50,Basic,Common,-,-,,,
Foongus,Obsidian Flames,9,Grass,50,Basic,Common,-,-,,,
Amoonguss,Obsidian Flames,10,Grass,110,Stage 1,Uncommon,-,-,,,
Phantump,Obsidian Flames,11,Grass,60,Basic,Common,-,-,,,
Trevenant,Obsidian Flames,12,Grass,140,Stage 1,Uncommon,-,-,,,
Rowlet,Obsidian Flames,13,Grass,70,Basic,Common,-,-,,,
Dartrix,Obsidian Flames,14,Grass,90,Stage 1,Uncommon,-,-,,,
Decidueye ex,Obsidian Flames,15,Grass,320,Stage 2,Double Rare,-,-,,-,
Bounsweet,Obsidian Flames,16,Grass,60,Basic,Common,-,-,,,
Steenee,Obsidian Flames,17,Grass,90,Stage 1,Common,-,-,,,
Tsareena,Obsidian Flames,18,Grass,160,Stage 2,Uncommon,-,-,,,
Smoliv,Obsidian Flames,19,Grass,50,Basic,Common,-,-,,,
Dolliv,Obsidian Flames,20,Grass,80,Stage 1,Common,-,-,,,
Arboliva,Obsidian Flames,21,Grass,140,Stage 2,Uncommon,-,-,,,
Toedscruel ex,Obsidian Flames,22,Grass,270,Stage 1,Double Rare,-,-,,-,
Capsakid,Obsidian Flames,23,Grass,50,Basic,Common,-,-,,,
Capsakid,Obsidian Flames,24,Grass,70,Basic,Common,-,-,,,
Scovillain,Obsidian Flames,25,Grass,110,Stage 1,Rare,-,-,,,
Charmander,Obsidian Flames,26,Fire,60,Basic,Common,-,-,,,
Charmeleon,Obsidian Flames,27,Fire,90,Stage 1,Uncommon,-,-,,,
Vulpix,Obsidian Flames,28,Fire,60,Basic,Common,-,-,,,
Ninetales,Obsidian Flames,29,Fire,120,Stage 1,Uncommon,-,-,,,
Entei,Obsidian Flames,30,Fire,130,Basic,Rare,-,-,,,
Numel,Obsidian Flames,31,Fire,90,Basic,Common,-,-,,,
Camerupt,Obsidian Flames,32,Fire,140,Stage 1,Uncommon,-,-,,,
Victini ex,Obsidian Flames,33,Fire,190,Basic,Double Rare,-,-,,-,
Darumaka,Obsidian Flames,34,Fire,80,Basic,Common,-,-,,,
Darmanitan,Obsidian Flames,35,Fire,140,Stage 1,Uncommon,-,-,,,
Litwick,Obsidian Flames,36,Fire,110,Basic,Common,-,-,,,
Lampent,Obsidian Flames,37,Fire,60,Stage 1,Common,-,-,,,
Chandelure,Obsidian Flames,38,Fire,80,Stage 2,Uncommon,-,-,,,
Heatmor,Obsidian Flames,39,Fire,150,Basic,Common,-,-,,,
Larvesta,Obsidian Flames,40,Fire,80,Basic,Common,-,-,,,
Volcarona,Obsidian Flames,41,Fire,140,Stage 1,Uncommon,-,-,,,
Eiscue ex,Obsidian Flames,42,Fire,210,Basic,Double Rare,-,-,,-,
Charcadet,Obsidian Flames,43,Fire,70,Basic,Common,-,-,,,
Armarouge,Obsidian Flames,44,Fire,120,Stage 1,Uncommon,-,-,,,
Lapras,Obsidian Flames,45,Water,110,Basic,Uncommon,-,-,,,
Carvanha,Obsidian Flames,46,Water,50,Basic,Common,-,-,,,
Sharpedo,Obsidian Flames,47,Water,120,Stage 1,Uncommon,-,-,,,
Buizel,Obsidian Flames,48,Water,70,Basic,Common,-,-,,,
Floatzel,Obsidian Flames,49,Water,110,Stage 1,Uncommon,-,-,,,
Tympole,Obsidian Flames,50,Water,70,Basic,Common,-,-,,,
Palpitoad,Obsidian Flames,51,Water,100,Stage 1,Common,-,-,,,
Seismitoad,Obsidian Flames,52,Water,170,Stage 2,Uncommon,-,-,,,
Cubchoo,Obsidian Flames,53,Water,70,Basic,Common,-,-,,,
Beartic,Obsidian Flames,54,Water,150,Stage 1,Uncommon,-,-,,,
Cryogonal,Obsidian Flames,55,Water,90,Basic,Common,-,-,,,
Froakie,Obsidian Flames,56,Water,70,Basic,Common,-,-,,,
Frogadier,Obsidian Flames,57,Water,90,Stage 1,Uncommon,-,-,,,
Wiglett,Obsidian Flames,58,Water,60,Basic,Common,-,-,,,
Wugtrio,Obsidian Flames,59,Water,90,Stage 1,Uncommon,-,-,,,
Finizen,Obsidian Flames,60,Water,50,Basic,Common,-,-,,,
Finizen,Obsidian Flames,61,Water,90,Basic,Common,-,-,,,
Palafin,Obsidian Flames,62,Water,150,Stage 1,Rare,-,-,,,
Magnemite,Obsidian Flames,63,Lightning,60,Basic,Common,-,-,,,
Magneton,Obsidian Flames,64,Lightning,90,Stage 1,Common,-,-,,,
Magnezone,Obsidian Flames,65,Lightning,170,Stage 2,Uncommon,-,-,,,
Tyranitar ex,Obsidian Flames,66,Lightning,340,Stage 2,Double Rare,-,-,,-,
Tynamo,Obsidian Flames,67,Lightning,40,Basic,Common,-,-,,,
Eelektrik,Obsidian Flames,68,Lightning,90,Stage 1,Common,-,-,,,
Eelektross,Obsidian Flames,69,Lightning,160,Stage 2,Uncommon,-,-,,,
Thundurus,Obsidian Flames,70,Lightning,110,Basic,Rare,-,-,,,
Toxel,Obsidian Flames,71,Lightning,70,Basic,Common,-,-,,,
Toxtricity,Obsidian Flames,72,Lightning,140,Stage 1,Rare,-,-,,,
Pawmot ex,Obsidian Flames,73,Lightning,300,Stage 2,Double Rare,-,-,,-,
Tadbulb,Obsidian Flames,74,Lightning,50,Basic,Common,-,-,,,
Tadbulb,Obsidian Flames,75,Lightning,60,Basic,Common,-,-,,,
Tadbulb,Obsidian Flames,76,Lightning,60,Basic,Common,-,-,,,
Bellibolt,Obsidian Flames,77,Lightning,130,Stage 1,Uncommon,-,-,,,
Bellibolt,Obsidian Flames,78,Lightning,140,Stage 1,Uncommon,-,-,,,
Miraidon ex,Obsidian Flames,79,Lightning,220,Basic,Double Rare,-,-,,-,
Cleffa,Obsidian Flames,80,Psychic,30,Basic,Common,-,-,,,
Clefairy,Obsidian Flames,81,Psychic,60,Basic,Common,-,-,,,
Clefable ex,Obsidian Flames,82,Psychic,260,Stage 1,Double Rare,-,-,,-,
Togepi,Obsidian Flames,83,Psychic,50,Basic,Common,-,-,,,
Togetic,Obsidian Flames,84,Psychic,90,Stage 1,Uncommon,-,-,,,
Togekiss,Obsidian Flames,85,Psychic,150,Stage 2,Rare,-,-,,,
Espeon,Obsidian Flames,86,Psychic,110,Stage 1,Uncommon,-,-,,,
Snubbull,Obsidian Flames,87,Psychic,80,Basic,Common,-,-,,,
Granbull,Obsidian Flames,88,Psychic,130,Stage 1,Uncommon,-,-,,,
Mawile,Obsidian Flames,89,Psychic,100,Basic,Common,-,-,,,
Spoink,Obsidian Flames,90,Psychic,70,Basic,Common,-,-,,,
Grumpig,Obsidian Flames,91,Psychic,120,Stage 1,Uncommon,-,-,,,
Lunatone,Obsidian Flames,92,Psychic,90,Basic,Uncommon,-,-,,,
Solrock,Obsidian Flames,93,Psychic,90,Basic,Uncommon,-,-,,,
Baltoy,Obsidian Flames,94,Psychic,70,Basic,Common,-,-,,,
Claydol,Obsidian Flames,95,Psychic,120,Stage 1,Rare,-,-,,,
Vespiquen ex,Obsidian Flames,96,Psychic,270,Stage 1,Double Rare,-,-,,-,
Sinistea,Obsidian Flames,97,Psychic,30,Basic,Common,-,-,,,
Polteageist,Obsidian Flames,98,Psychic,70,Stage 1,Uncommon,-,-,,,
Greavard,Obsidian Flames,99,Psychic,70,Basic,Common,-,-,,,
Greavard,Obsidian Flames,100,Psychic,80,Basic,Common,-,-,,,
Houndstone,Obsidian Flames,101,Psychic,140,Stage 1,Uncommon,-,-,,,
Houndstone ex,Obsidian Flames,102,Psychic,260,Stage 1,Double Rare,-,-,,-,
Diglett,Obsidian Flames,103,Fighting,50,Basic,Common,-,-,,,
Dugtrio,Obsidian Flames,104,Fighting,90,Stage 1,Uncommon,-,-,,,
Larvitar,Obsidian Flames,105,Fighting,70,Basic,Common,-,-,,,
Pupitar,Obsidian Flames,106,Fighting,80,Stage 1,Uncommon,-,-,,,
Nosepass,Obsidian Flames,107,Fighting,90,Basic,Common,-,-,,,
Barboach,Obsidian Flames,108,Fighting,70,Basic,Common,-,-,,,
Whiscash,Obsidian Flames,109,Fighting,140,Stage 1,Uncommon,-,-,,,
Bonsly,Obsidian Flames,110,Fighting,30,Basic,Common,-,-,,,
Drilbur,Obsidian Flames,111,Fighting,70,Basic,Common,-,-,,,
Stunfisk,Obsidian Flames,112,Fighting,120,Basic,Uncommon,-,-,,,
Diggersby,Obsidian Flames,113,Fighting,140,Stage 1,Uncommon,-,-,,,
Crabrawler,Obsidian Flames,114,Fighting,90,Basic,Common,-,-,,,
Crabominable,Obsidian Flames,115,Fighting,160,Stage 1,Uncommon,-,-,,,
Rockruff,Obsidian Flames,116,Fighting,60,Basic,Common,-,-,,,
Lycanroc,Obsidian Flames,117,Fighting,130,Stage 1,Uncommon,-,-,,,
Toedscool,Obsidian Flames,118,Fighting,60,Basic,Common,-,-,,,
Toedscruel,Obsidian Flames,119,Fighting,130,Stage 1,Uncommon,-,-,,,
Klawf ex,Obsidian Flames,120,Fighting,220,Basic,Double Rare,-,-,,-,
Glimmet,Obsidian Flames,121,Fighting,60,Basic,Common,-,-,,,
Glimmet,Obsidian Flames,122,Fighting,70,Basic,Common,-,-,,,
Glimmora ex,Obsidian Flames,123,Fighting,270,Stage 1,Double Rare,-,-,,-,
Koraidon ex,Obsidian Flames,124,Fighting,230,Basic,Double Rare,-,-,,-,
Charizard ex,Obsidian Flames,125,Darkness,330,Stage 2,Double Rare,-,-,,-,
Paldean Wooper,Obsidian Flames,126,Darkness,60,Basic,Common,-,-,,,
Paldean Wooper,Obsidian Flames,127,Darkness,70,Basic,Common,-,-,,,
Paldean Clodsire,Obsidian Flames,128,Darkness,140,Stage 1,Uncommon,-,-,,,
Paldean Clodsire,Obsidian Flames,129,Darkness,140,Stage 1,Uncommon,-,-,,,
Umbreon,Obsidian Flames,130,Darkness,110,Stage 1,Uncommon,-,-,,,
Houndour,Obsidian Flames,131,Darkness,50,Basic,Common,-,-,,,
Houndour,Obsidian Flames,132,Darkness,70,Basic,Common,-,-,,,
Houndoom,Obsidian Flames,133,Darkness,130,Stage 1,Uncommon,-,-,,,
Houndoom ex,Obsidian Flames,134,Darkness,270,Stage 1,Double Rare,-,-,,-,
Absol ex,Obsidian Flames,135,Darkness,210,Basic,Double Rare,-,-,,-,
Darkrai,Obsidian Flames,136,Darkness,130,Basic,Rare,-,-,,,
Inkay,Obsidian Flames,137,Darkness,60,Basic,Common,-,-,,,
Malamar,Obsidian Flames,138,Darkness,120,Stage 1,Uncommon,-,-,,,
Salandit,Obsidian Flames,139,Darkness,70,Basic,Common,-,-,,,
Salazzle,Obsidian Flames,140,Darkness,120,Stage 1,Uncommon,-,-,,,
Scizor,Obsidian Flames,141,Metal,140,Stage 1,Rare,-,-,,,
Skarmory,Obsidian Flames,142,Metal,120,Basic,Uncommon,-,-,,,
Mawile,Obsidian Flames,143,Metal,90,Basic,Uncommon,-,-,,,
Bronzor,Obsidian Flames,144,Metal,70,Basic,Common,-,-,,,
Bronzong,Obsidian Flames,145,Metal,140,Stage 1,Uncommon,-,-,,,
Probopass,Obsidian Flames,146,Metal,150,Stage 1,Uncommon,-,-,,,
Excadrill,Obsidian Flames,147,Metal,120,Stage 1,Uncommon,-,-,,,
Pawniard,Obsidian Flames,148,Metal,70,Basic,Common,-,-,,,
Bisharp,Obsidian Flames,149,Metal,110,Stage 1,Common,-,-,,,
Kingambit,Obsidian Flames,150,Metal,180,Stage 2,Uncommon,-,-,,,
Togedemaru,Obsidian Flames,151,Metal,80,Basic,Common,-,-,,,
Meltan,Obsidian Flames,152,Metal,70,Basic,Common,-,-,,,
Melmetal ex,Obsidian Flames,153,Metal,300,Stage 1,Double Rare,-,-,,-,
Varoom,Obsidian Flames,154,Metal,60,Basic,Common,-,-,,,
Varoom,Obsidian Flames,155,Metal,70,Basic,Common,-,-,,,
Revavroom ex,Obsidian Flames,156,Metal,280,Stage 1,Double Rare,-,-,,-,
