Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Tsareena,Pokémon League,20,Grass,140,Stage 2,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Tsareena,Pokémon League,20,Grass,140,Stage 2,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Tsareena,Pokémon League,20,Grass,140,Stage 2,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Tsareena,Pokémon League,20,Grass,140,Stage 2,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, Latin America Championships Stamp",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, Latin America Championships and Staff Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, Latin America Championships and Top 8 Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, Latin America Championships and Champion Stamps",,-
Professor Kukui,Regional Championships,128,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Professor Kukui,Regional Championships,128,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Oricorio,Pokémon League,14,Fire,90,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Oricorio,Pokémon League,56,Psychic,90,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Oricorio,Pokémon League,46,Lightning,90,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Aqua Patch,Pokémon League,119,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Aqua Patch,Pokémon League,119,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Oricorio,Pokémon League,55,Psychic,90,Basic,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Oricorio,Pokémon League,55,Psychic,90,Basic,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Oricorio,Pokémon League,55,Psychic,90,Basic,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Oricorio,Pokémon League,55,Psychic,90,Basic,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Hala,Regional Championships,126,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Hala,Regional Championships,126,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, North America Championships Stamp",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, North America Championships and Staff Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, North America Championships and Top 8 Stamps",,-
Double Colorless Energy,International Championships,90,Energy,,Special Energy,,"Reverse Holofoil, North America Championships and Champion Stamps",,-
Darkrai,Pokémon League,87,Darkness,120,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
No. 4 Trainer,World Championships,,Trainer,,Item,,,,-
Diancie,Pokémon League,94,Fairy,90,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Zygarde,Pokémon League,100,Dragon,150,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Bodybuilding Dumbbells,Pokémon League,113,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Bodybuilding Dumbbells,Pokémon League,113,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Raichu,Pokémon League,41,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Raichu,Pokémon League,41,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Raichu,Pokémon League,41,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Raichu,Pokémon League,41,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Guzma,Regional Championships,115,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Guzma,Regional Championships,115,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Europe Championships Stamp",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Europe Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Europe Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Europe Championships and Champion Stamps",,-
Regice,Pokémon League,28,Water,130,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Regirock,Pokémon League,53,Fighting,130,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Registeel,Pokémon League,68,Metal,130,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Counter Catcher,Pokémon League,91,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Counter Catcher,Pokémon League,91,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Regigigas,Pokémon League,84,Colorless,180,Basic,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Regigigas,Pokémon League,84,Colorless,180,Basic,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Regigigas,Pokémon League,84,Colorless,180,Basic,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Regigigas,Pokémon League,84,Colorless,180,Basic,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Gladion,Regional Championships,95,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Gladion,Regional Championships,95,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Oceania Championships Stamp",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Champion Stamps",,-
Torterra,Pokémon League,9,Grass,180,Stage 2,,"Reverse Holofoil, Pokémon League Stamp",,-
Infernape,Pokémon League,23,Fire,130,Stage 2,,"Reverse Holofoil, Pokémon League Stamp",,-
Empoleon,Pokémon League,34,Water,160,Stage 2,,"Reverse Holofoil, Pokémon League Stamp",,-
Escape Board,Pokémon League,122,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Escape Board,Pokémon League,122,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Magnezone,Pokémon League,83,Metal,150,Stage 2,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Magnezone,Pokémon League,83,Metal,150,Stage 2,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Magnezone,Pokémon League,83,Metal,150,Stage 2,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Magnezone,Pokémon League,83,Metal,150,Stage 2,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Cynthia,Regional Championships,119,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Cynthia,Regional Championships,119,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Latin America Championships Stamp",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Latin America Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Latin America Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, Latin America Championships and Champion Stamps",,-
Buzzwole,Pokémon League,71,Fighting,130,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Diantha,Regional Championships,105,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Diantha,Regional Championships,105,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Guzzlord,Pokémon League,80,Darkness,160,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Beast Ring,Pokémon League,,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Mysterious Treasure,Pokémon League,113,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Mysterious Treasure,Pokémon League,113,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Malamar,Pokémon League,51,Psychic,90,Stage 1,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Malamar,Pokémon League,51,Psychic,90,Stage 1,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Malamar,Pokémon League,51,Psychic,90,Stage 1,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Malamar,Pokémon League,51,Psychic,90,Stage 1,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, North America Championships Stamp",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, North America Championships and Staff Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, North America Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,135,Trainer,,Item,,"Reverse Holofoil, North America Championships and Champion Stamps",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
No. 4 Trainer,World Championships,,Trainer,,Item,,,,-
Celesteela,Pokémon League,100,Metal,140,Basic,,"Reverse Holofoil, Pokémon League Stamp",,-
Steven's Resolve,Pokémon League,145,Trainer,,Supporter,,"Reverse Holofoil, Pokémon League Stamp",,-
Metagross,Pokémon League,95,Metal,170,Stage 2,,"Reverse Holofoil, Pokémon League Stamp",,-
Rare Candy,Pokémon League,142,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Rare Candy,Pokémon League,142,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Magcargo,Pokémon League,24,Fire,90,Stage 1,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Magcargo,Pokémon League,24,Fire,90,Stage 1,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Magcargo,Pokémon League,24,Fire,90,Stage 1,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Magcargo,Pokémon League,24,Fire,90,Stage 1,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Copycat,Regional Championships,127,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Copycat,Regional Championships,127,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Jumpluff,Pokémon League,14,Grass,70,Stage 2,,"Reverse Holofoil, Pokémon League Stamp",,-
Lost Blender,Pokémon League,181,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Naganadel,Pokémon League,108,Psychic,130,Stage 1,,"Reverse Holofoil, Pokémon League Stamp",,-
Electropower,Pokémon League,172,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Electropower,Pokémon League,172,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Zebstrika,Pokémon League,82,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Zebstrika,Pokémon League,82,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Zebstrika,Pokémon League,82,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Zebstrika,Pokémon League,82,Lightning,110,Stage 1,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Professor Elm's Lecture,Regional Championships,188,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Professor Elm's Lecture,Regional Championships,188,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
No. 4 Trainer,World Championships,,Trainer,,Item,,,,-
Rillaboom,Pokémon League,14,Grass,170,Stage 2,,"Reverse Holo, Pokémon League Stamp",,-
Cinderace,Pokémon League,34,Fire,170,Stage 2,,"Reverse Holo, Pokémon League Stamp",,-
Inteleon,Pokémon League,58,Water,,Stage 2,,"Reverse Holo, Pokémon League Stamp",,-
Quick Ball,Pokémon League,179,Trainer,,Item,,"Reverse Holofoil, Pokémon League Stamp",,-
Quick Ball,Pokémon League,179,Trainer,,Item,,"Reverse Holofoil, Pokémon League and Staff Stamps",,-
Frosmoth,Pokémon League,64,Water,90,Stage 1,,"Reverse Holofoil, Pokémon League and 1st Place Stamps",,-
Frosmoth,Pokémon League,64,Water,90,Stage 1,,"Reverse Holofoil, Pokémon League and 2nd Place Stamps",,-
Frosmoth,Pokémon League,64,Water,90,Stage 1,,"Reverse Holofoil, Pokémon League and 3rd Place Stamps",,-
Frosmoth,Pokémon League,64,Water,90,Stage 1,,"Reverse Holofoil, Pokémon League and 4th Place Stamps",,-
Professor's Research,Regional Championships,178,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Professor's Research,Regional Championships,178,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Flapple,Pokémon League,22,Grass,80,Stage 1,,"Reverse Holo, Pokémon League Stamp",,-
Coalossal,Pokémon League,107,Fighting,160,Stage 2,,"Reverse Holo, Pokémon League Stamp",,-
Twin Energy,Pokémon League,174,Energy,,Special Energy,,"Reverse Holo, Pokémon League Stamp",,-
Boss's Orders,Regional Championships,154,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Boss's Orders,Regional Championships,154,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Boss's Orders,Regional Championships,132,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Boss's Orders,Regional Championships,132,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Roxanne,Regional Championships,150,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Roxanne,Regional Championships,150,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Quick Ball,International Championships,237,Trainer,,Item,,"Reverse Holofoil, North America Championships Stamp",,-
Quick Ball,International Championships,237,Trainer,,Item,,"Reverse Holofoil, North America Championships and Staff Stamps",,-
Quick Ball,International Championships,237,Trainer,,Item,,"Reverse Holofoil, North America Championships and Top 8 Stamps",,-
Quick Ball,International Championships,237,Trainer,,Item,,"Reverse Holofoil, North America Championships and Champion Stamps",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
No. 4 Trainer,World Championships,,Trainer,,Item,,,,-
Colress's Experiment,Regional Championships,155,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Colress's Experiment,Regional Championships,155,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Serena,Regional Championships,164,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Serena,Regional Championships,164,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, Oceania Championships Stamp",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Staff Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, Oceania Championships and Champion Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, European Championships Stamp",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, European Championships and Staff Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, European Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, European Championships and Champion Stamps",,-
Arven,Regional Championships,166,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Arven,Regional Championships,166,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, North American Championships Stamp",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, North American Championships and Staff Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, North American Championships and Top 8 Stamps",,-
Ultra Ball,International Championships,150,Trainer,,Item,,"Reverse Holofoil, North American Championships and Champion Stamps",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
No. 4 Trainer,World Championships,,Trainer,,Item,,,,-
Iono,Regional Championships,185,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Iono,Regional Championships,185,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Geeta,Regional Championships,188,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Geeta,Regional Championships,188,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Professor Turo's Scenario,Regional Championships,171,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Professor Turo's Scenario,Regional Championships,171,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Nest Ball,International Championships,181,Trainer,,Item,,"Reverse Holofoil, European Championships Stamp",,-
Nest Ball,International Championships,181,Trainer,,Item,,"Reverse Holofoil, European Championships and Staff Stamps",,-
Explorer's Guidance,Regional Championships,,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships Stamp",,-
Explorer's Guidance,Regional Championships,,Trainer,,Supporter,,"Reverse Holofoil, Regional Championships and Staff Stamps",,-
Nest Ball,International Championships,181,Trainer,,Item,,"Reverse Holofoil, North America Championships Stamp",,-
Nest Ball,International Championships,181,Trainer,,Item,,"Reverse Holofoil, North America Championships and Staff Stamps",,-
No. 1 Trainer,World Championships,,Trainer,,Item,,,,-
No. 2 Trainer,World Championships,,Trainer,,Item,,,,-
No. 3 Trainer,World Championships,,Trainer,,Item,,,,-
Grass Energy,Professor Program,104,Energy,,Energy,,,,-
Fighting Energy,Professor Program,105,Energy,,Energy,,,,-
Water Energy,Professor Program,106,Energy,,Energy,,,,-
Psychic Energy,Professor Program,107,Energy,,Energy,,,,-
Fire Energy,Professor Program,108,Energy,,Energy,,,,-
Lightning Energy,Professor Program,109,Energy,,Energy,,,,-
Prof. Oak's Research,Professor Program,98,Trainer,,Supporter,,,,-
Professor Birch,Professor Program,82,Trainer,,Supporter,,,,-
Professor Elm's Training Method,Professor Program,79,Trainer,,Supporter,,,,-
Professor Rowan,Professor Program,112,Trainer,,Supporter,,,,-
Professor Oak's Visit,Professor Program,122,Trainer,,Supporter,,,,-
Professor Elm's Training Method,Professor Program,100,Trainer,,Supporter,,,,-
Professor Oak's New Theory,Professor Program,101,Trainer,,Supporter,,,,-
Judge,Professor Program,78,Trainer,,Supporter,,,,-
Professor Juniper,Professor Program,101,Trainer,,Supporter,,,,-
Professor Juniper,Professor Program,98,Trainer,,Supporter,,"Crosshatch Holo, Professor Program Stamp",,-
Professor Sycamore,Professor Program,122,Trainer,,Supporter,,"Crosshatch Holo, Professor Program Stamp",,-
Judge,Professor Program,108,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Sonia,Professor Program,167,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
League Staff,Professor Program,153,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Gym Trainer,Professor Program,59,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Professor's Research,Professor Program,60,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Galar,Professor Program,140,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Galar,Professor Program,140,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Galar,Professor Program,140,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Galar,Professor Program,140,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Professor's Research,Professor Program,147,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Milo,Professor Program,190,Trainer,,Supporter,,Professor Program Stamp,,-
Kabu,Professor Program,186,Trainer,,Supporter,,Professor Program Stamp,,-
Piers,Professor Program,187,Trainer,,Supporter,,Professor Program Stamp,,-
Bea,Professor Program,180,Trainer,,Supporter,,Professor Program Stamp,,-
Nessa,Professor Program,183,Trainer,,Supporter,,Professor Program Stamp,,-
Opal,Professor Program,184,Trainer,,Supporter,,Professor Program Stamp,,-
Melony,Professor Program,195,Trainer,,Supporter,,Professor Program Stamp,,-
Raihan,Professor Program,202,Trainer,,Supporter,,Professor Program Stamp,,-
Judge,Professor Program,,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Roseanne's Backup,Professor Program,148,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Kamado,Professor Program,149,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Roxanne,Professor Program,150,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Hisui,Professor Program,130,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Hisui,Professor Program,130,Trainer,,Supporter,,"Reverse Holo, Staff and Professor Program Stamp",,-
Friends in Hisui,Professor Program,130,Trainer,,Supporter,,"Reverse Holo, Top 8 and Professor Program Stamp",,-
Friends in Hisui,Professor Program,130,Trainer,,Supporter,,"Reverse Holo, Champion and Professor Program Stamp",,-
Friends in Sinnoh,Professor Program,131,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Friends in Sinnoh,Professor Program,131,Trainer,,Supporter,,"Reverse Holo, Staff and Professor Program Stamp",,-
Friends in Sinnoh,Professor Program,131,Trainer,,Supporter,,"Reverse Holo, Top 8 and Professor Program Stamp",,-
Friends in Sinnoh,Professor Program,131,Trainer,,Supporter,,"Reverse Holo, Champion and Professor Program Stamp",,-
Professor Laventon,Professor Program,162,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Basic Grass Energy,Professor Program,1,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Fire Energy,Professor Program,2,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Water Energy,Professor Program,3,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Lightning Energy,Professor Program,4,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Psychic Energy,Professor Program,5,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Fighting Energy,Professor Program,6,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Darkness Energy,Professor Program,7,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Basic Metal Energy,Professor Program,8,Energy,,Energy,,"Cosmos Holofoil, Professor Program Stamp",,-
Professor's Research,Professor Program,,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Professor's Research,Professor Program,,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Judge,Professor Program,164,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Voltorb,Professor Program,66,Lightning,70,Basic,,"Reverse Holo, Stamp",,-
Professor Sada's Vitality,Professor Program,170,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Professor Turo's Scenario,Professor Program,171,Trainer,,Supporter,,"Reverse Holo, Professor Program Stamp",,-
Voltorb,Professor Program,100,Lightning,60,Basic,,"Reverse Holo, Stamp",,-
Voltorb,Professor Program,100,Lightning,60,Basic,,"Reverse Cosmos Holofoil, Stamp",,-
Community Center,Professor Program,146,Trainer,,Stadium,,"Reverse Cosmos Holofoil, Professor Program Stamp",,-
Community Center,Professor Program,146,Trainer,,Stadium,,"Reverse Cosmos Holofoil, Staff and Professor Program Stamp",,-
Community Center,Professor Program,146,Trainer,,Stadium,,"Reverse Cosmos Holofoil, Top 8 and Professor Program Stamp",,-
Community Center,Professor Program,146,Trainer,,Stadium,,"Reverse Cosmos Holofoil, Top 4 and Professor Program Stamp",,-
Community Center,Professor Program,146,Trainer,,Stadium,,"Reverse Cosmos Holofoil, Champion and Professor Program Stamp",,-
Grass Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fire Energy,Player Rewards Program,,Energy,,Energy,,,,-
Water Energy,Player Rewards Program,,Energy,,Energy,,,,-
Lightning Energy,Player Rewards Program,,Energy,,Energy,,,,-
Psychic Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fighting Energy,Player Rewards Program,,Energy,,Energy,,,,-
Darkness Energy,Player Rewards Program,,Energy,,Energy,,,,-
Metal Energy,Player Rewards Program,,Energy,,Energy,,,,-
Lucian's Assignment,Player Rewards Program,92,Trainer,,Supporter,,,,-
Volkner's Philosophy,Player Rewards Program,98,Trainer,,Supporter,,,,-
Upper Energy,Player Rewards Program,102,Energy,,,,,,-
Cynthia's Guidance,Player Rewards Program,136,Trainer,,Supporter,,,,-
Grass Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fire Energy,Player Rewards Program,,Energy,,Energy,,,,-
Water Energy,Player Rewards Program,,Energy,,Energy,,,,-
Lightning Energy,Player Rewards Program,,Energy,,Energy,,,,-
Psychic Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fighting Energy,Player Rewards Program,,Energy,,Energy,,,,-
Darkness Energy,Player Rewards Program,,Energy,,Energy,,,,-
Metal Energy,Player Rewards Program,,Energy,,Energy,,,,-
Pokémon Communication,Player Rewards Program,98,Trainer,,,,,,-
PlusPower,Player Rewards Program,112,Trainer,,,,,,-
Rare Candy,Player Rewards Program,82,Trainer,,,,,,-
Grass Energy,Player Rewards Program,88,Energy,,Energy,,,,-
Fire Energy,Player Rewards Program,89,Energy,,Energy,,,,-
Water Energy,Player Rewards Program,90,Energy,,Energy,,,,-
Lightning Energy,Player Rewards Program,91,Energy,,Energy,,,,-
Psychic Energy,Player Rewards Program,92,Energy,,Energy,,,,-
Fighting Energy,Player Rewards Program,93,Energy,,Energy,,,,-
Darkness Energy,Player Rewards Program,94,Energy,,Energy,,,,-
Metal Energy,Player Rewards Program,95,Energy,,Energy,,,,-
Seeker,Player Rewards Program,88,Trainer,,Supporter,,,,-
Super Scoop Up,Player Rewards Program,83,Trainer,,,,,,-
Black Belt,Player Rewards Program,85,Trainer,,Supporter,,,,-
Junk Arm,Player Rewards Program,87,Trainer,,,,,,-
Rainbow Energy,Player Rewards Program,104,Energy,,Special Energy,,,,-
Pokémon Collector,Player Rewards Program,97,Trainer,,Supporter,,,,-
Team Galactic's Invention G-109 SP Radar,Player Rewards Program,96,Trainer,,,,,,-
Pokémon Catcher,Player Rewards Program,95,Trainer,,Item,,,,-
